"TopicId","Sch of Life Sciences","Sch of Engineering and Physical Science","Sch of the Built Environment","Sch of Management and Languages","Institute Of Petroleum Engineering","S of Mathematical and Computer Sciences","Technology and Research Services","Sch of Textiles and Design","Other"
3,986984,114530,0,255167,999133,16145,0,0,0
